name,salary_from,salary_to,salary_currency,area_name,published_at
Станочник широкого профиля (Челябинская область),94000,100000,RUR,Коркино,2022-12-12T15:12:44+0300
Прораб участка лифтовой диспетчерской системы связи,60000,,RUR,Ярославль,2022-12-12T18:45:22+0300
Ведущий разработчик CRM,,,,Москва,2022-12-12T13:40:07+0300
Специалист бизнес поддержки,3000000,5000000,UZS,Ташкент,2022-12-12T12:44:01+0300
Специалист Helpdesk,,,,Темрюк,2022-12-12T13:35:21+0300
Инженер по внедрению,,,,Москва,2022-12-12T15:38:00+0300
Техник,50000,,RUR,Люберцы,2022-12-12T18:36:23+0300
Эксперт (бизнес-аналитик) Управления методологии розничных кредитных рисков,,,,Москва,2022-12-12T19:31:19+0300
Разработчик органов управления движением,,,,Москва,2022-12-12T19:14:31+0300
Продакт-менеджер,,,,Бишкек,2022-12-12T14:02:28+0300
Ночной Оператор-программист фрезерно-гравировального станка с ЧПУ,90000,130000,RUR,Москва,2022-12-12T15:44:57+0300
Системный администратор,30000,,RUR,Владимир,2022-12-12T16:09:03+0300
Инженер-наладчик КИПиА,,,,Истра,2022-12-12T17:25:09+0300
Инженер отдела стандартизации технических решений АСУТП,66604,,RUR,Нижний Новгород,2022-12-12T12:34:15+0300
Токарь-универсал,120000,,RUR,Октябрьский (Республика Башкортостан),2022-12-12T12:51:56+0300
Аналитик АБС ЦФТ-Банк,,,,Москва,2022-12-12T18:11:40+0300
Механик погрузочной техники на РЦ (г.Домодедово),55000,,RUR,Домодедово,2022-12-12T12:30:29+0300
Инженер-аналитик,50000,65000,RUR,Челябинск,2022-12-12T14:20:10+0300
Руководитель филиала IT-компании,100000,,RUR,Пермь,2022-12-12T17:15:34+0300
Специалист по тестированию на проникновение (пентестер),100000,,RUR,Новосибирск,2022-12-12T22:17:31+0300
Токарь-универсал,105000,130000,RUR,Каменск-Уральский,2022-12-12T15:43:45+0300
Программист 1С,207000,207000,RUR,Москва,2022-12-12T14:46:35+0300
Системный аналитик,,,,Москва,2022-12-12T17:42:22+0300
DevOps инженер,,,,Москва,2022-12-12T15:25:05+0300
Монтировщик изделий из драгоценных металлов (ЧПУ),,,,Красноярск,2022-12-12T15:58:18+0300
Механик (Соснево),,,,Иваново (Ивановская область),2022-12-12T12:39:32+0300
Наладчик КИПиА по телемеханике,45000,,RUR,Набережные Челны,2022-12-12T14:01:14+0300
Выездной сервисный инженер по POS-терминалам,,,,Махачкала,2022-12-12T12:31:27+0300
Специалист техподдержки ПО со знанием итальянского языка,45000,60000,RUR,Нижний Новгород,2022-12-12T18:31:38+0300
Разработчик C#,130000,,RUR,Ростов-на-Дону,2022-12-12T16:22:03+0300
Техник по эксплуатации инженерного оборудования,50000,,RUR,Пушкино (Московская область),2022-12-12T12:54:07+0300
System Analyst TeamLead,,,,Тбилиси,2022-12-12T19:12:51+0300
Внедренец 1С,,,,Новосибирск,2022-12-12T16:21:57+0300
Инженер-программист станков с ЧПУ,90000,110000,RUR,Москва,2022-12-12T15:19:57+0300
Ведущий инженер АСУ ТП,80000,80000,RUR,Тюмень,2022-12-12T12:37:15+0300
Сборщик радиоэлектронной аппаратуры и приборов,,,,Орел,2022-12-12T12:53:01+0300
Токарь-универсал,110000,,RUR,Нижний Новгород,2022-12-12T14:31:55+0300
Токарь-универсал,105000,130000,RUR,Людиново,2022-12-12T15:43:44+0300
Токарь,115000,125000,RUR,Балаково,2022-12-12T13:13:01+0300
PHP/CodeIgniter Team Lead,,,,Минск,2022-12-12T12:50:08+0300
Senior iOS Developer,,,,Москва,2022-12-12T16:36:15+0300
Главный специалист отдела анализа качества,,,,Тюмень,2022-12-12T13:14:08+0300
Фрезеровщик на производство в г.Луга,,,,Лодейное Поле,2022-12-12T12:52:45+0300
Токарь-универсал,105000,130000,RUR,Муром,2022-12-12T15:43:54+0300
Токарь-универсал,105000,130000,RUR,Нефтеюганск,2022-12-12T15:43:50+0300
Системный аналитик,,,,Москва,2022-12-12T12:47:47+0300
Senior Java Developer/TeamLead,,,,Москва,2022-12-12T13:36:48+0300
Senior Java developer,,,,Санкт-Петербург,2022-12-12T17:13:35+0300
Ведущий разработчик .net,,,,Омск,2022-12-12T18:12:44+0300
"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",50000,,RUR,Зеленокумск,2022-12-12T14:28:20+0300
Механик (складской техники),55000,,RUR,Домодедово,2022-12-12T14:03:02+0300
Дизайнер,70000,,RUR,Михайловск (Ставропольский край),2022-12-12T16:02:09+0300
Инженер по информационным технологиям,,,,Раменское,2022-12-12T16:36:19+0300
Сетевой инженер \ Ведущий инженер в отдел системного администрирования и связи,,,,Новороссийск,2022-12-12T13:21:16+0300
Разработчик С++,,,,Пенза,2022-12-12T12:46:38+0300
Токарь-универсал,105000,130000,RUR,Краснотурьинск,2022-12-12T15:43:45+0300
Инженер-наладчик КИПиА,,,,Москва,2022-12-12T17:25:09+0300
Токарь-универсал,105000,130000,RUR,Жирновск,2022-12-12T15:43:47+0300
"Старший аналитик (прогнозирование, пополнение)",,,,Москва,2022-12-12T12:16:39+0300
Ведущий инженер информационной безопасности (г. Сосногорск),,,,Сосногорск,2022-12-12T14:05:21+0300
Маркетолог-аналитик,65000,80000,RUR,Екатеринбург,2022-12-12T17:13:47+0300
ИТ ИБ Аудитор,,,,Нижний Новгород,2022-12-12T19:36:28+0300
Токарь,,110000,RUR,Москва,2022-12-12T15:11:37+0300
Оператор ЧПУ,,,,Ташкент,2022-12-12T16:22:51+0300
Системный администратор PLM,70000,100000,RUR,Санкт-Петербург,2022-12-12T15:30:08+0300
Архитектор направления,,,,Томск,2022-12-12T12:40:46+0300
Системный Аналитик (Мониторинг),,,,Москва,2022-12-12T12:59:13+0300
Техник по эксплуатации зданий,65000,,RUR,Электросталь,2022-12-12T13:53:38+0300
Специалист по валидации компьютеризированных систем,,,,Москва,2022-12-12T14:00:04+0300
Системный Аналитик (Kaspersky Web sites),,,,Москва,2022-12-12T17:44:00+0300
Токарь-универсал,105000,130000,RUR,Димитровград,2022-12-12T15:43:48+0300
Токарь-универсал,105000,130000,RUR,Димитровград,2022-12-12T15:43:48+0300
Токарь-универсал,105000,130000,RUR,Дюртюли,2022-12-12T15:43:48+0300
Токарь-универсал,105000,130000,RUR,Старый Оскол,2022-12-12T15:43:46+0300
Токарь-универсал,105000,130000,RUR,Малоярославец,2022-12-12T15:43:44+0300
Токарь-универсал,105000,130000,RUR,Волгодонск,2022-12-12T15:43:51+0300
Токарь на ДИП-300,50000,,RUR,Махачкала,2022-12-12T14:48:36+0300
Руководитель технической службы (6 заводов),,,,Москва,2022-12-12T17:06:38+0300
Quant / Data Scientist (Руководитель направления Управление рисками),,,,Москва,2022-12-12T18:57:01+0300
Оператор станков с программным управлением,45000,,RUR,Пермь,2022-12-12T13:16:44+0300
Механик,47250,,RUR,Шахты,2022-12-12T14:20:11+0300
Токарь,50000,,RUR,Рязань,2022-12-12T14:38:40+0300
Site Reliability Engineer (SRE),,,,Волгоград,2022-12-12T19:08:52+0300
"Токарь-расточник 6-разряд, г. Тобольск",,,,Салават,2022-12-12T13:01:43+0300
Токарь (Казань),92000,120000,RUR,Йошкар-Ола,2022-12-12T14:26:15+0300
Инженер-программист отдела функционального тестирования (DevOps),100000,150000,RUR,Москва,2022-12-12T13:26:08+0300
Токарь-универсал,105000,130000,RUR,Балашов,2022-12-12T15:43:49+0300
Аналитик по информационной безопасности (инфраструктура и сеть),,,,Санкт-Петербург,2022-12-12T16:18:35+0300
Ведущий аналитик 1С,,,,Новокузнецк,2022-12-12T17:17:06+0300
Автотестировщик (Java),,,,Новосибирск,2022-12-12T12:16:57+0300
Руководитель проектов 1С,200000,,RUR,Москва,2022-12-12T14:17:58+0300
Шлифовщик,45000,,RUR,Чебоксары,2022-12-12T14:26:43+0300
Инсталлятор,60000,,RUR,Троицк (Московская область),2022-12-12T17:23:25+0300
Сервис-менеджер,35000,55000,RUR,Красноярск,2022-12-12T14:14:41+0300
Станочник широкого профиля в дивизион станкостроения,101000,132000,RUR,Киров (Кировская область),2022-12-12T12:26:57+0300
Фрезеровщик,,,,Воронеж,2022-12-12T13:46:27+0300
Директор проектного института,250000,250000,RUR,Краснодар,2022-12-12T15:58:06+0300
Фрезеровщик 5-6 разряда,45000,,RUR,Ярославль,2022-12-12T14:01:46+0300
Механик-наладчик оборудования (п.Янино),60000,,RUR,Санкт-Петербург,2022-12-12T12:02:48+0300
Руководитель отдела АСУТП,,,,Москва,2022-12-12T14:18:51+0300
Фрезеровщик 3-6 разряд,22000,60000,RUR,Курск,2022-12-12T12:51:42+0300
Слесарь-механик,40000,60000,RUR,Самара,2022-12-12T13:28:18+0300
